"","Species.watershed","Watershed_name","Genus_spp","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"465","sporob_crypt.N1B","N1B","sporob_crypt",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"466","sporob_heter.N1B","N1B","sporob_heter",2,2,2,2,2,2,2,1.5,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","stenar_nigri.N1B","N1B","stenar_nigri",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","sympho_orbic.N1B","N1B","sympho_orbic",2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1.5,2,2,2,2,2,1,1,1,1,1,1,1,1
"469","symphy_erico.N1B","N1B","symphy_erico",2,2,2,2,2,1,1.5,1.5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"470","symphy_laeve.N1B","N1B","symphy_laeve",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","symphy_oblon.N1B","N1B","symphy_oblon",2,2,2,2,1.5,1,1.5,2,1,1,2,2,1,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"472","symphy_seric.N1B","N1B","symphy_seric",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"473","teucri_canad.N1B","N1B","teucri_canad",2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2
"474","trades_bract.N1B","N1B","trades_bract",2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475","tragia_beton.N1B","N1B","tragia_beton",2,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"476","triden_flavu.N1B","N1B","triden_flavu",2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
"477","trioda_lepto.N1B","N1B","trioda_lepto",1.5,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
"478","trioda_perfo.N1B","N1B","trioda_perfo",1,0,1,1.5,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1
"479","verbas_blatt.N1B","N1B","verbas_blatt",1,2,1,2,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1
"480","verben_stric.N1B","N1B","verben_stric",1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"481","vernon_baldw.N1B","N1B","vernon_baldw",2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"482","viola_bicol.N1B","N1B","viola_bicol",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1
"483","viola_pedat.N1B","N1B","viola_pedat",1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1
"484","achill_mille.N20B","N20B","achill_mille",1,2,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"485","amorph_canes.N20B","N20B","amorph_canes",3,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"486","andros_occid.N20B","N20B","andros_occid",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","antenn_negle.N20B","N20B","antenn_negle",2,2,1.5,1.5,2,1,1,2.5,2,1.5,1.5,1.5,1.5,1.5,1,3,1,1,2,2.5,1.5,2,1.5,1.5,2,2,2,1.5,2,1,1.5
"488","asclep_steno.N20B","N20B","asclep_steno",1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1
"489","asclep_syria.N20B","N20B","asclep_syria",2,2,1.5,1,1,1,1,1.5,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1
"490","asclep_tuber.N20B","N20B","asclep_tuber",2,2.5,2,2,1.5,2,2,1,1.5,1,2,0,1.5,1.5,1,1.5,1.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1
"491","asclep_verti.N20B","N20B","asclep_verti",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"492","asclep_virdf.N20B","N20B","asclep_virdf",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"493","asclep_virds.N20B","N20B","asclep_virds",1,2,2,2,2,1,2,2,1.5,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"494","astrag_crass.N20B","N20B","astrag_crass",2,2,2,2,2,2,2,2,1,1,2,2,1,1.5,2,1.5,2,2,1.5,1,1,1,2,1,1,1,1,1,1,1,1
"495","baptis_bract.N20B","N20B","baptis_bract",2,2,2,2,2,2,2,2,1.5,1.5,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"496","bromus_inerm.N20B","N20B","bromus_inerm",2,3,3,4,3,3,3,2.5,3,3,3.5,3,3,3.5,2.5,3,3,2.5,2.5,2.5,2,2,2,1,2,2,2,1.5,1,1,2
"497","callir_invol.N20B","N20B","callir_invol",2,2,2,2,2,2,2,2,1,1,1.5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"498","carex_brevi.N20B","N20B","carex_brevi",2,0,0,1,1.5,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1
"499","carex_gravi.N20B","N20B","carex_gravi",1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"500","carex_inops.N20B","N20B","carex_inops",1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1
"501","carex_meadi.N20B","N20B","carex_meadi",1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"502","ceanot_herba.N20B","N20B","ceanot_herba",3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"503","chaero_procu.N20B","N20B","chaero_procu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","cirsiu_altis.N20B","N20B","cirsiu_altis",1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"505","cirsiu_undul.N20B","N20B","cirsiu_undul",1,2,2,2,2,1.5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1.5,1,1,1,1,1,1
"506","comand_umbel.N20B","N20B","comand_umbel",1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1
"507","cornus_drumm.N20B","N20B","cornus_drumm",2,2,2,2,2,3,2,3,3,2,3.5,3,3,3,4,4,4,4,4,4,5,4.5,4,4,4,4,4,4,5,4,4
"508","coryda_micra.N20B","N20B","coryda_micra",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","croton_monan.N20B","N20B","croton_monan",1,1,1,1,1.5,1,2,2,1,1,1,2,1,1,1,1,2,2,1,0,1,1,1,2,2,1,1,1,1,1,1
"510","dalea_candi.N20B","N20B","dalea_candi",1,1,1.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"511","dalea_purpu.N20B","N20B","dalea_purpu",2,2,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"512","descur_pinna.N20B","N20B","descur_pinna",1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1
"513","dichan_oligo.N20B","N20B","dichan_oligo",2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"514","dichan_ovale.N20B","N20B","dichan_ovale",1,2,1,1,0,1,1,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,1,1,1,1,1,1
"515","draba_repta.N20B","N20B","draba_repta",1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1
"516","echina_angus.N20B","N20B","echina_angus",2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"517","eleoch_compr.N20B","N20B","eleoch_compr",2,3,3,3,3.5,3,3,2.5,2,3,3,2,2,2,2,2,2.5,3,2,1.5,0,1,1,2,2,2,2,2,2.5,2.5,2
"518","elymus_canad.N20B","N20B","elymus_canad",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"519","eriger_strig.N20B","N20B","eriger_strig",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"520","euphor_spath.N20B","N20B","euphor_spath",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"521","galium_apari.N20B","N20B","galium_apari",1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
"522","hedeom_hispi.N20B","N20B","hedeom_hispi",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"523","hierac_longi.N20B","N20B","hierac_longi",1,1,0,1,1,1,1,1,1.5,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1
"524","hordeu_pusil.N20B","N20B","hordeu_pusil",1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1.5,1,1,1,1,1,1,1
"525","hybant_verti.N20B","N20B","hybant_verti",1.5,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1.5,1,1,1,1,1,1
"526","hymeno_scabi.N20B","N20B","hymeno_scabi",1,2,1,1,1,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1
"527","koeler_macra.N20B","N20B","koeler_macra",2,2,1,1,2,1,2,2,1,1,2,2,2.5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"528","lactuc_serri.N20B","N20B","lactuc_serri",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"529","lepidi_densi.N20B","N20B","lepidi_densi",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"530","lesped_viola.N20B","N20B","lesped_viola",2,3,2.5,2,4.5,2,1,2,2,2,2,2,1.5,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2
"531","linum_sulca.N20B","N20B","linum_sulca",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"532","lithos_occid.N20B","N20B","lithos_occid",1.5,1,1.5,2,2,2,2,2,2,2,2,2,1.5,1,1.5,1.5,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1
"533","lomati_foeni.N20B","N20B","lomati_foeni",2,1,1,2,1,1,1,1,1,2,1.5,1,1,1,1.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"534","mimosa_quadr.N20B","N20B","mimosa_quadr",2,2,2,2,2,2,2,2,2,2,2.5,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1.5,1,1,1,1
"535","oenoth_bienn.N20B","N20B","oenoth_bienn",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536","oenoth_macro.N20B","N20B","oenoth_macro",2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"537","oenoth_serru.N20B","N20B","oenoth_serru",1,1.5,1.5,0,2,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"538","oenoth_speci.N20B","N20B","oenoth_speci",2,2,2,1.5,2,1,1,1,1,1.5,2,2,1,1,2,2,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
"539","opunti_macro.N20B","N20B","opunti_macro",2,2,2,1.5,2,0,1.5,1.5,2,1,1,1,1,1,1,1,1,1,0,1,1,2,1.5,2,1,1,1,1,1,1,1
"540","oxalis_stric.N20B","N20B","oxalis_stric",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"541","oxalis_viola.N20B","N20B","oxalis_viola",2,2,1,1,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
"542","packer_platt.N20B","N20B","packer_platt",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"543","pediom_escul.N20B","N20B","pediom_escul",1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"544","penste_cobae.N20B","N20B","penste_cobae",1,1,1,1,2,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"545","physal_pumil.N20B","N20B","physal_pumil",2,2,2,2,2,2,1.5,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"546","planta_rhodo.N20B","N20B","planta_rhodo",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"547","poa_prate.N20B","N20B","poa_prate",4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,2,2,2,2,2,2,2
"548","ratibi_colum.N20B","N20B","ratibi_colum",1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"549","rhus_aroma.N20B","N20B","rhus_aroma",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"550","rhus_glabr.N20B","N20B","rhus_glabr",3,3.5,3,3,3,3,3,3,3,3,3,3.5,3,2.5,2.5,2.5,2,2,2,2,2,2.5,1,3,3,2,1,1,2,2.5,3
"551","ruelli_humil.N20B","N20B","ruelli_humil",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"552","silene_antir.N20B","N20B","silene_antir",1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
"553","sisyri_campe.N20B","N20B","sisyri_campe",2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"554","sonchu_asper.N20B","N20B","sonchu_asper",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"555","spermo_inerm.N20B","N20B","spermo_inerm",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"556","spheno_obtus.N20B","N20B","spheno_obtus",1.5,2,1.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"557","sympho_orbic.N20B","N20B","sympho_orbic",2,2.5,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2.5,2,2
"558","teucri_canad.N20B","N20B","teucri_canad",2,2,2,2,2,1.5,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"559","tragop_dubiu.N20B","N20B","tragop_dubiu",1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"560","trioda_lepto.N20B","N20B","trioda_lepto",1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
"561","trioda_perfo.N20B","N20B","trioda_perfo",1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
"562","verben_stric.N20B","N20B","verben_stric",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"563","vicia_ameri.N20B","N20B","vicia_ameri",1,0,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564","viola_bicol.N20B","N20B","viola_bicol",1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
"565","viola_nephr.N20B","N20B","viola_nephr",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"566","viola_pedat.N20B","N20B","viola_pedat",2,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"567","vulpia_octof.N20B","N20B","vulpia_octof",1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"568","achill_mille.N4A","N4A","achill_mille",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"569","ambros_psilo.N4A","N4A","ambros_psilo",2,3,2,2,2,2,2,2,3,2,2,2,4,4,3,2,3,4,1,1,1,2,2,2,3,3,1,1,1,2,1.5
"570","amorph_canes.N4A","N4A","amorph_canes",2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"571","androp_gerar.N4A","N4A","androp_gerar",5,4,4,4,5,5,5,5,5,4,4,4,3,4,4,4,2,3,3,4,2,3,3.5,4,4,4,3,3,3,3,4
"572","andros_occid.N4A","N4A","andros_occid",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"573","antenn_negle.N4A","N4A","antenn_negle",1,2,1,2,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"574","artemi_ludov.N4A","N4A","artemi_ludov",2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
"575","asclep_steno.N4A","N4A","asclep_steno",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"576","asclep_verti.N4A","N4A","asclep_verti",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"577","asclep_virds.N4A","N4A","asclep_virds",1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1
"578","astrag_crass.N4A","N4A","astrag_crass",1,0,1.5,2,2,2,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1
"579","baptis_austr.N4A","N4A","baptis_austr",1.5,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,1.5,2,1,1.5,1.5
"580","boutel_curti.N4A","N4A","boutel_curti",1,3,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"581","boutel_dacty.N4A","N4A","boutel_dacty",1,2,2,1,1,1,1,2,2,2,2,2,1,1,1.5,2,3,3,2,3,3,2.5,2,2,2,2,1.5,1.5,2,2,2
"582","boutel_graci.N4A","N4A","boutel_graci",2,2,2,2,2,2,2,1.5,2,2,2,2,1,2,2,2,3,2,2.5,3,2,2,2,2.5,2.5,2.5,2,2.5,2,2,2
"583","boutel_hirsu.N4A","N4A","boutel_hirsu",2,2,0,2,2,1,1,1,0,0,0,0,0,0,0,2,1,2,2,2,1,2,1,1.5,2,2,1.5,1.5,1.5,1,1
"584","bricke_eupat.N4A","N4A","bricke_eupat",2,2,2,2,2,2,2,2,1,2,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"585","buglos_arven.N4A","N4A","buglos_arven",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","carex_brevi.N4A","N4A","carex_brevi",1,0,0,0,1,1,1,1,1.5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"587","carex_inops.N4A","N4A","carex_inops",1,0,0,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1.5,1,1,1,1,1,1,1,1,1,1,1
"588","carex_meadi.N4A","N4A","carex_meadi",1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"589","ceanot_herba.N4A","N4A","ceanot_herba",2,2.5,2,2,2,2.5,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"590","cirsiu_undul.N4A","N4A","cirsiu_undul",1,1,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1
"591","comand_umbel.N4A","N4A","comand_umbel",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"592","cornus_drumm.N4A","N4A","cornus_drumm",1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2.5,3,3,3,3,2.5,3,3,3,3,3,3
"593","cyperu_lupul.N4A","N4A","cyperu_lupul",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"594","dalea_candi.N4A","N4A","dalea_candi",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"595","dalea_purpu.N4A","N4A","dalea_purpu",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"596","descur_pinna.N4A","N4A","descur_pinna",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"597","desmod_illin.N4A","N4A","desmod_illin",2,0,1,2,2,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1
"598","dichan_oligo.N4A","N4A","dichan_oligo",1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1
"599","digita_cogna.N4A","N4A","digita_cogna",1.5,2,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"600","draba_cunei.N4A","N4A","draba_cunei",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"601","echina_angus.N4A","N4A","echina_angus",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"602","elymus_canad.N4A","N4A","elymus_canad",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"603","eragro_spect.N4A","N4A","eragro_spect",2,2,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"604","eriger_strig.N4A","N4A","eriger_strig",1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"605","euphor_margi.N4A","N4A","euphor_margi",1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"606","euphor_prost.N4A","N4A","euphor_prost",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"607","euphor_serpe.N4A","N4A","euphor_serpe",1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1
"608","euphor_spath.N4A","N4A","euphor_spath",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"609","hedeom_hispi.N4A","N4A","hedeom_hispi",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"610","hierac_longi.N4A","N4A","hierac_longi",1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
"611","koeler_macra.N4A","N4A","koeler_macra",1,2,2,1,2,1,1,1,1,2,1,2,2,1.5,1.5,1,1.5,1,2,1,1,1,2,2,2,2,2,2,2,2,2
"612","lepidi_densi.N4A","N4A","lepidi_densi",1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"613","lesped_capit.N4A","N4A","lesped_capit",2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"614","linum_sulca.N4A","N4A","linum_sulca",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"615","lomati_foeni.N4A","N4A","lomati_foeni",1,2,1,2,1,2,2,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"616","mimosa_quadr.N4A","N4A","mimosa_quadr",1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1
"617","monard_fistu.N4A","N4A","monard_fistu",2,2,0,0,0,0,0,2,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,2,2,1,1.5,1,1,1,1,1
"618","muhlen_cuspi.N4A","N4A","muhlen_cuspi",2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
